+-------------------------------------------------+----------+-------------------------------------------+-------------------------------------------------------------+-----+
| Registry name                                   | Meta/dmg | Display name                              | Ore Dict Keys                                               | NBT |
| rustic:slate_pillar                             |        0 | Slate Pillar                              | slate                                                       |     |
| rustic:slate_roof                               |        0 | Slate Roof                                | slate                                                       |     |
| rustic:slate_tile                               |        0 | Slate Tile                                | slate                                                       |     |
| rustic:stairs_ironwood                          |        0 | Ironwood Stairs                           | stairWood                                                   |     |
| rustic:stairs_olive                             |        0 | Olive Wood Stairs                         | stairWood                                                   |     |
| rustic:tallow                                   |        0 | Tallow                                    | tallow,wax                                                  |     |
| rustic:tomato                                   |        0 | Tomato                                    | cropTomato,listAllveggie                                    |     |
| rustic:wildberries                              |        0 | Wildberries                               | cropWildberry,dyeRed,listAllberry,listAllfruit              |     |
| soot:ingot_antimony                             |        0 | Antimony Ingot                            | ingotAntimony                                               |     |
| soot:sulfur                                     |        0 | Sulfur                                    | dustSulfur                                                  |     |
| storagedrawers:basicdrawers                     |    32767 | (WILDCARD)                                | drawerBasic                                                 |     |
| storagedrawers:trim                             |    32767 | (WILDCARD)                                | drawerTrim                                                  |     |
| thebetweenlands:ancient                         |        0 | Temple Disc                               | record                                                      |     |
| thebetweenlands:aqua_middle_gem                 |        0 | Aqua Middle Gem                           | gemAquaMiddleGem                                            |     |
| thebetweenlands:aqua_middle_gem_block           |        0 | Aqua Middle Gem Block                     | blockAquaMiddleGem                                          |     |
| thebetweenlands:aqua_middle_gem_ore             |        0 | Aqua Middle Gem Ore                       | oreAquaMiddleGem                                            |     |
| thebetweenlands:astatos                         |        0 | Legendary Disc                            | record                                                      |     |
| thebetweenlands:beneath_a_green_sky             |        0 | Music Disc                                | record                                                      |     |
| thebetweenlands:between_you_and_me              |        0 | Tribeman's Disc                           | record                                                      |     |
| thebetweenlands:betweenstone                    |        0 | Betweenstone                              | cobblestone                                                 |     |
| thebetweenlands:black_hat_mushroom_item         |        0 | Black Hat Mushroom                        | foodMushroom                                                |     |
| thebetweenlands:bulb_capped_mushroom_item       |        0 | Bulb-Capped Mushrooms                     | foodMushroom                                                |     |
| thebetweenlands:christmas_on_the_marsh          |        0 | Frosty Disc                               | record                                                      |     |
| thebetweenlands:coarse_swamp_dirt               |        0 | Coarse Swamp Dirt                         | dirt                                                        |     |
| thebetweenlands:crimson_middle_gem              |        0 | Crimson Middle Gem                        | gemCrimsonMiddleGem                                         |     |
| thebetweenlands:crimson_middle_gem_block        |        0 | Crimson Middle Gem Block                  | blockCrimsonMiddleGem                                       |     |
| thebetweenlands:crimson_middle_gem_ore          |        0 | Crimson Middle Gem Ore                    | oreCrimsonMiddleGem                                         |     |
| thebetweenlands:dj_wights_mixtape               |        0 | DJ Wight's Hot New Mixtape                | record                                                      |     |
| thebetweenlands:flat_head_mushroom_item         |        0 | Flathead Mushroom                         | foodMushroom                                                |     |
| thebetweenlands:giant_root                      |    32767 | (WILDCARD)                                | logWood                                                     |     |
| thebetweenlands:giant_root_plank_fence          |        0 | Giant Root Plank Fence                    | fenceWood                                                   |     |
| thebetweenlands:giant_root_plank_fence_gate     |        0 | Giant Root Plank Fence Gate               | fenceGateWood                                               |     |
| thebetweenlands:giant_root_plank_slab           |        0 | Giant Root Plank Slab                     | slabWood                                                    |     |
| thebetweenlands:giant_root_planks               |        0 | Giant Root Planks                         | plankWood                                                   |     |
| thebetweenlands:green_middle_gem                |        0 | Green Middle Gem                          | gemGreenMiddleGem                                           |     |
| thebetweenlands:green_middle_gem_block          |        0 | Green Middle Gem Block                    | blockGreenMiddleGem                                         |     |
| thebetweenlands:green_middle_gem_ore            |        0 | Green Middle Gem Ore                      | oreGreenMiddleGem                                           |     |
| thebetweenlands:hag_dance                       |        0 | Music Disc                                | record                                                      |     |
| thebetweenlands:items_misc                      |       11 | Syrmorite Ingot                           | ingotSyrmorite                                              |     |
| thebetweenlands:items_misc                      |       14 | Slimy Bone                                | bone                                                        |     |
| thebetweenlands:items_misc                      |       19 | Valonite Shard                            | gemValonite                                                 |     |
| thebetweenlands:items_misc                      |       20 | Weedwood Stick                            | stickWood                                                   |     |
| thebetweenlands:leaves_hearthgrove_tree         |        0 | Hearthgrove Leaves                        | treeLeaves                                                  |     |
| thebetweenlands:leaves_nibbletwig_tree          |        0 | Nibbletwig Leaves                         | treeLeaves                                                  |     |
| thebetweenlands:leaves_rubber_tree              |        0 | Rubber Tree Leaves                        | treeLeaves                                                  |     |
| thebetweenlands:leaves_sap_tree                 |        0 | Sap Tree Leaves                           | treeLeaves                                                  |     |
| thebetweenlands:leaves_weedwood_tree            |        0 | Weedwood Leaves                           | treeLeaves                                                  |     |
| thebetweenlands:life_crystal                    |        0 | Life Crystal                              | gemLifeCrystal                                              |     |
| thebetweenlands:life_crystal_stalactite         |        0 | Life Crystal Stalactite                   | oreLifeCrystal                                              |     |
| thebetweenlands:log_hearthgrove                 |    32767 | (WILDCARD)                                | logWood                                                     |     |
| thebetweenlands:log_nibbletwig                  |    32767 | (WILDCARD)                                | logWood                                                     |     |
| thebetweenlands:log_rubber                      |    32767 | (WILDCARD)                                | logWood                                                     |     |
| thebetweenlands:log_sap                         |    32767 | (WILDCARD)                                | logWood                                                     |     |
| thebetweenlands:log_weedwood                    |    32767 | (WILDCARD)                                | logWood                                                     |     |
| thebetweenlands:lonely_fire                     |        0 | Music Disc                                | record                                                      |     |
| thebetweenlands:mysterious_record               |        0 | Mysterious Disc                           | record                                                      |     |
| thebetweenlands:octine_block                    |        0 | Block of Octine                           | blockOctine                                                 |     |
| thebetweenlands:octine_ingot                    |        0 | Octine Ingot                              | ingotOctine                                                 |     |
| thebetweenlands:octine_ore                      |        0 | Octine Ore                                | oreOctine                                                   |     |
| thebetweenlands:onwards                         |        0 | Music Disc                                | record                                                      |     |
| thebetweenlands:poison_ivy                      |        0 | Poison Ivy                                | vine                                                        |     |
| thebetweenlands:rubber_tree_plank_fence         |        0 | Rubber Tree Plank Fence                   | fenceWood                                                   |     |
| thebetweenlands:rubber_tree_plank_fence_gate    |        0 | Rubber Tree Plank Fence Gate              | fenceGateWood                                               |     |
| thebetweenlands:rubber_tree_plank_slab          |        0 | Rubber Tree Plank Slab                    | slabWood                                                    |     |
| thebetweenlands:rubber_tree_planks              |        0 | Rubber Tree Planks                        | plankWood                                                   |     |
| thebetweenlands:sapling_hearthgrove             |        0 | Hearthgrove Sapling                       | treeSapling                                                 |     |
| thebetweenlands:sapling_nibbletwig              |        0 | Nibbletwig Sapling                        | treeSapling                                                 |     |
| thebetweenlands:sapling_rubber                  |        0 | Rubber Tree Sapling                       | treeSapling                                                 |     |
| thebetweenlands:sapling_sap                     |        0 | Sap Tree Sapling                          | treeSapling                                                 |     |
| thebetweenlands:sapling_weedwood                |        0 | Weedwood Sapling                          | treeSapling                                                 |     |
| thebetweenlands:silt                            |        0 | Silt                                      | sand                                                        |     |
| thebetweenlands:silt_glass                      |        0 | Silt Glass                                | blockGlass,blockGlassColorless                              |     |
| thebetweenlands:silt_glass_pane                 |        0 | Silt Glass Pane                           | paneGlass,paneGlassColorless                                |     |
| thebetweenlands:slimy_bone_block                |        0 | Slimy Bone Block                          | blockBone                                                   |     |
| thebetweenlands:slimy_bone_ore                  |        0 | Slimy Bone Ore                            | oreBone                                                     |     |
| thebetweenlands:smooth_betweenstone             |        0 | Smooth Betweenstone                       | stone                                                       |     |
| thebetweenlands:stuck_in_the_mud                |        0 | Music Disc                                | record                                                      |     |
| thebetweenlands:sulfur_block                    |        0 | Block of Sulfur                           | blockSulfur                                                 |     |
| thebetweenlands:sulfur_ore                      |        0 | Sulfur Ore                                | oreSulfur                                                   |     |
| thebetweenlands:sulfur_torch                    |        0 | Sulfur Torch                              | torch                                                       |     |
| thebetweenlands:swamp_dirt                      |        0 | Swamp Dirt                                | dirt                                                        |     |
| thebetweenlands:swamp_grass                     |        0 | Swamp Grass                               | grass                                                       |     |
| thebetweenlands:swamp_reed_item                 |        0 | Swamp Reed                                | sugarcane                                                   |     |
| thebetweenlands:syrmorite_block                 |        0 | Block of Syrmorite                        | blockSyrmorite                                              |     |
| thebetweenlands:syrmorite_ore                   |        0 | Syrmorite Ore                             | oreSyrmorite                                                |     |
| thebetweenlands:the_explorer                    |        0 | Explorer's Disc                           | record                                                      |     |
| thebetweenlands:thorns                          |        0 | Thorns                                    | vine                                                        |     |
| thebetweenlands:valonite_block                  |        0 | Block of Valonite                         | blockValonite                                               |     |
| thebetweenlands:valonite_ore                    |        0 | Valonite Ore                              | oreValonite                                                 |     |
| thebetweenlands:wandering_wisps                 |        0 | Music Disc                                | record                                                      |     |
| thebetweenlands:waterlogged                     |        0 | Music Disc                                | record                                                      |     |
| thebetweenlands:weedwood                        |    32767 | (WILDCARD)                                | logWood                                                     |     |
| thebetweenlands:weedwood_chest                  |        0 | Weedwood Chest                            | chest,chestWood                                             |     |
| thebetweenlands:weedwood_log_fence              |        0 | Weedwood Log Fence                        | fenceWood                                                   |     |
| thebetweenlands:weedwood_log_fence_gate         |        0 | Weedwood Log Fence Gate                   | fenceGateWood                                               |     |
| thebetweenlands:weedwood_plank_fence            |        0 | Weedwood Plank Fence                      | fenceWood                                                   |     |
| thebetweenlands:weedwood_plank_fence_gate       |        0 | Weedwood Plank Fence Gate                 | fenceGateWood                                               |     |
| thebetweenlands:weedwood_plank_slab             |        0 | Weedwood Plank Slab                       | slabWood                                                    |     |
| thebetweenlands:weedwood_planks                 |        0 | Weedwood Planks                           | plankWood                                                   |     |
| thebetweenlands:weedwood_workbench              |        0 | Weedwood Crafting Table                   | workbench                                                   |     |
| thermalfoundation:coin                          |        0 | Iron Coin                                 | coinIron                                                    |     |
| thermalfoundation:coin                          |        1 | Gold Coin                                 | coinGold                                                    |     |
| thermalfoundation:coin                          |       64 | Copper Coin                               | coinCopper                                                  |     |
| thermalfoundation:coin                          |       65 | Tin Coin                                  | coinTin                                                     |     |
| thermalfoundation:coin                          |       66 | Silver Coin                               | coinSilver                                                  |     |
| thermalfoundation:coin                          |       67 | Lead Coin                                 | coinLead                                                    |     |
| thermalfoundation:coin                          |       68 | Aluminum Coin                             | coinAluminum                                                |     |
| thermalfoundation:coin                          |       69 | Nickel Coin                               | coinNickel                                                  |     |
| thermalfoundation:coin                          |       70 | Platinum Coin                             | coinPlatinum                                                |     |
| thermalfoundation:coin                          |       71 | Iridium Coin                              | coinIridium                                                 |     |
| thermalfoundation:coin                          |       72 | Mana Infused Coin                         | coinMithril                                                 |     |
| thermalfoundation:coin                          |       96 | Steel Coin                                | coinSteel                                                   |     |
| thermalfoundation:coin                          |       97 | Electrum Coin                             | coinElectrum                                                |     |
| thermalfoundation:coin                          |       98 | Invar Coin                                | coinInvar                                                   |     |
| thermalfoundation:coin                          |       99 | Bronze Coin                               | coinBronze                                                  |     |
| thermalfoundation:coin                          |      100 | Constantan Coin                           | coinConstantan                                              |     |
| thermalfoundation:coin                          |      101 | Signalum Coin                             | coinSignalum                                                |     |
| thermalfoundation:coin                          |      102 | Lumium Coin                               | coinLumium                                                  |     |
| thermalfoundation:coin                          |      103 | Enderium Coin                             | coinEnderium                                                |     |
| thermalfoundation:dye                           |        0 | Black Pigment                             | dye,dyeBlack                                                |     |
| thermalfoundation:dye                           |        1 | Red Pigment                               | dye,dyeRed                                                  |     |
| thermalfoundation:dye                           |        2 | Green Pigment                             | dye,dyeGreen                                                |     |
| thermalfoundation:dye                           |        3 | Brown Pigment                             | dye,dyeBrown                                                |     |
| thermalfoundation:dye                           |        4 | Blue Pigment                              | dye,dyeBlue                                                 |     |
| thermalfoundation:dye                           |        5 | Purple Pigment                            | dye,dyePurple                                               |     |
| thermalfoundation:dye                           |        6 | Cyan Pigment                              | dye,dyeCyan                                                 |     |
| thermalfoundation:dye                           |        7 | Light Gray Pigment                        | dye,dyeLightGray                                            |     |
| thermalfoundation:dye                           |        8 | Gray Pigment                              | dye,dyeGray                                                 |     |
| thermalfoundation:dye                           |        9 | Pink Pigment                              | dye,dyePink                                                 |     |
| thermalfoundation:dye                           |       10 | Lime Pigment                              | dye,dyeLime                                                 |     |
| thermalfoundation:dye                           |       11 | Yellow Pigment                            | dye,dyeYellow                                               |     |
| thermalfoundation:dye                           |       12 | Light Blue Pigment                        | dye,dyeLightBlue                                            |     |
| thermalfoundation:dye                           |       13 | Magenta Pigment                           | dye,dyeMagenta                                              |     |
| thermalfoundation:dye                           |       14 | Orange Pigment                            | dye,dyeOrange                                               |     |
| thermalfoundation:dye                           |       15 | White Pigment                             | dye,dyeWhite                                                |     |
| thermalfoundation:dye                           |    32767 | (WILDCARD)                                | dye                                                         |     |
| thermalfoundation:glass                         |    32767 | (WILDCARD)                                | blockGlassHardened                                          |     |
| thermalfoundation:glass_alloy                   |    32767 | (WILDCARD)                                | blockGlassHardened                                          |     |
| thermalfoundation:material                      |        0 | Pulverized Iron                           | dustIron                                                    |     |
| thermalfoundation:material                      |        1 | Pulverized Gold                           | dustGold                                                    |     |
| thermalfoundation:material                      |       16 | Diamond Nugget                            | nuggetDiamond                                               |     |
| thermalfoundation:material                      |       17 | Emerald Nugget                            | nuggetEmerald                                               |     |
| thermalfoundation:material                      |       24 | Iron Gear                                 | gearIron                                                    |     |
| thermalfoundation:material                      |       25 | Gold Gear                                 | gearGold                                                    |     |
| thermalfoundation:material                      |       32 | Iron Plate                                | plateIron                                                   |     |
| thermalfoundation:material                      |       33 | Gold Plate                                | plateGold                                                   |     |
| thermalfoundation:material                      |       64 | Pulverized Copper                         | dustCopper                                                  |     |
| thermalfoundation:material                      |       65 | Pulverized Tin                            | dustTin                                                     |     |
| thermalfoundation:material                      |       66 | Pulverized Silver                         | dustSilver                                                  |     |
| thermalfoundation:material                      |       67 | Pulverized Lead                           | dustLead                                                    |     |
| thermalfoundation:material                      |       68 | Pulverized Aluminum                       | dustAluminum                                                |     |
| thermalfoundation:material                      |       69 | Pulverized Nickel                         | dustNickel                                                  |     |
| thermalfoundation:material                      |       70 | Pulverized Platinum                       | dustPlatinum                                                |     |
| thermalfoundation:material                      |       71 | Pulverized Iridium                        | dustIridium                                                 |     |
| thermalfoundation:material                      |       72 | Pulverized Mana Infused Metal             | dustMithril                                                 |     |
| thermalfoundation:material                      |       96 | Steel Blend                               | dustSteel                                                   |     |
| thermalfoundation:material                      |       97 | Electrum Blend                            | dustElectrum                                                |     |
| thermalfoundation:material                      |       98 | Invar Blend                               | dustInvar                                                   |     |
| thermalfoundation:material                      |       99 | Bronze Blend                              | dustBronze                                                  |     |
| thermalfoundation:material                      |      100 | Constantan Blend                          | dustConstantan                                              |     |
| thermalfoundation:material                      |      101 | Signalum Blend                            | dustSignalum                                                |     |
| thermalfoundation:material                      |      102 | Lumium Blend                              | dustLumium                                                  |     |
| thermalfoundation:material                      |      103 | Enderium Blend                            | dustEnderium                                                |     |
| thermalfoundation:material                      |      128 | Copper Ingot                              | ingotCopper                                                 |     |
| thermalfoundation:material                      |      129 | Tin Ingot                                 | ingotTin                                                    |     |
| thermalfoundation:material                      |      130 | Silver Ingot                              | ingotSilver                                                 |     |
| thermalfoundation:material                      |      131 | Lead Ingot                                | ingotLead                                                   |     |
| thermalfoundation:material                      |      132 | Aluminum Ingot                            | ingotAluminum                                               |     |
| thermalfoundation:material                      |      133 | Nickel Ingot                              | ingotNickel                                                 |     |
| thermalfoundation:material                      |      134 | Platinum Ingot                            | ingotPlatinum                                               |     |
| thermalfoundation:material                      |      135 | Iridium Ingot                             | ingotIridium                                                |     |
| thermalfoundation:material                      |      136 | Mana Infused Ingot                        | ingotMithril                                                |     |
| thermalfoundation:material                      |      160 | Steel Ingot                               | ingotSteel                                                  |     |
| thermalfoundation:material                      |      161 | Electrum Ingot                            | ingotElectrum                                               |     |
| thermalfoundation:material                      |      162 | Invar Ingot                               | ingotInvar                                                  |     |
| thermalfoundation:material                      |      163 | Bronze Ingot                              | ingotBronze                                                 |     |
| thermalfoundation:material                      |      164 | Constantan Ingot                          | ingotConstantan                                             |     |
| thermalfoundation:material                      |      165 | Signalum Ingot                            | ingotSignalum                                               |     |
| thermalfoundation:material                      |      166 | Lumium Ingot                              | ingotLumium                                                 |     |
| thermalfoundation:material                      |      167 | Enderium Ingot                            | ingotEnderium                                               |     |
| thermalfoundation:material                      |      192 | Copper Nugget                             | nuggetCopper                                                |     |
| thermalfoundation:material                      |      193 | Tin Nugget                                | nuggetTin                                                   |     |
| thermalfoundation:material                      |      194 | Silver Nugget                             | nuggetSilver                                                |     |
| thermalfoundation:material                      |      195 | Lead Nugget                               | nuggetLead                                                  |     |
| thermalfoundation:material                      |      196 | Aluminum Nugget                           | nuggetAluminum                                              |     |
| thermalfoundation:material                      |      197 | Nickel Nugget                             | nuggetNickel                                                |     |
| thermalfoundation:material                      |      198 | Platinum Nugget                           | nuggetPlatinum                                              |     |
| thermalfoundation:material                      |      199 | Iridium Nugget                            | nuggetIridium                                               |     |
| thermalfoundation:material                      |      200 | Mana Infused Nugget                       | nuggetMithril                                               |     |
| thermalfoundation:material                      |      224 | Steel Nugget                              | nuggetSteel                                                 |     |
| thermalfoundation:material                      |      225 | Electrum Nugget                           | nuggetElectrum                                              |     |
| thermalfoundation:material                      |      226 | Invar Nugget                              | nuggetInvar                                                 |     |
| thermalfoundation:material                      |      227 | Bronze Nugget                             | nuggetBronze                                                |     |
| thermalfoundation:material                      |      228 | Constantan Nugget                         | nuggetConstantan                                            |     |
| thermalfoundation:material                      |      229 | Signalum Nugget                           | nuggetSignalum                                              |     |
| thermalfoundation:material                      |      230 | Lumium Nugget                             | nuggetLumium                                                |     |
| thermalfoundation:material                      |      231 | Enderium Nugget                           | nuggetEnderium                                              |     |
| thermalfoundation:material                      |      256 | Copper Gear                               | gearCopper                                                  |     |
| thermalfoundation:material                      |      257 | Tin Gear                                  | gearTin                                                     |     |
| thermalfoundation:material                      |      258 | Silver Gear                               | gearSilver                                                  |     |
| thermalfoundation:material                      |      259 | Lead Gear                                 | gearLead                                                    |     |
| thermalfoundation:material                      |      260 | Aluminum Gear                             | gearAluminum                                                |     |
| thermalfoundation:material                      |      261 | Nickel Gear                               | gearNickel                                                  |     |
| thermalfoundation:material                      |      262 | Platinum Gear                             | gearPlatinum                                                |     |
| thermalfoundation:material                      |      263 | Iridium Gear                              | gearIridium                                                 |     |
| thermalfoundation:material                      |      264 | Mana Infused Gear                         | gearMithril                                                 |     |
| thermalfoundation:material                      |      288 | Steel Gear                                | gearSteel                                                   |     |
| thermalfoundation:material                      |      289 | Electrum Gear                             | gearElectrum                                                |     |
| thermalfoundation:material                      |      290 | Invar Gear                                | gearInvar                                                   |     |
| thermalfoundation:material                      |      291 | Bronze Gear                               | gearBronze                                                  |     |
| thermalfoundation:material                      |      292 | Constantan Gear                           | gearConstantan                                              |     |
| thermalfoundation:material                      |      293 | Signalum Gear                             | gearSignalum                                                |     |
| thermalfoundation:material                      |      294 | Lumium Gear                               | gearLumium                                                  |     |
| thermalfoundation:material                      |      295 | Enderium Gear                             | gearEnderium                                                |     |
| thermalfoundation:material                      |      320 | Copper Plate                              | plateCopper                                                 |     |
| thermalfoundation:material                      |      321 | Tin Plate                                 | plateTin                                                    |     |
| thermalfoundation:material                      |      322 | Silver Plate                              | plateSilver                                                 |     |
| thermalfoundation:material                      |      323 | Lead Plate                                | plateLead                                                   |     |
| thermalfoundation:material                      |      324 | Aluminum Plate                            | plateAluminum                                               |     |
| thermalfoundation:material                      |      325 | Nickel Plate                              | plateNickel                                                 |     |
| thermalfoundation:material                      |      326 | Platinum Plate                            | platePlatinum                                               |     |
| thermalfoundation:material                      |      327 | Iridium Plate                             | plateIridium                                                |     |
| thermalfoundation:material                      |      328 | Mana Infused Plate                        | plateMithril                                                |     |
| thermalfoundation:material                      |      352 | Steel Plate                               | plateSteel                                                  |     |
| thermalfoundation:material                      |      353 | Electrum Plate                            | plateElectrum                                               |     |
| thermalfoundation:material                      |      354 | Invar Plate                               | plateInvar                                                  |     |
| thermalfoundation:material                      |      355 | Bronze Plate                              | plateBronze                                                 |     |
| thermalfoundation:material                      |      356 | Constantan Plate                          | plateConstantan                                             |     |
| thermalfoundation:material                      |      357 | Signalum Plate                            | plateSignalum                                               |     |
| thermalfoundation:material                      |      358 | Lumium Plate                              | plateLumium                                                 |     |
| thermalfoundation:material                      |      359 | Enderium Plate                            | plateEnderium                                               |     |
| thermalfoundation:material                      |      768 | Pulverized Coal                           | dustCoal                                                    |     |
| thermalfoundation:material                      |      769 | Pulverized Charcoal                       | dustCharcoal                                                |     |
| thermalfoundation:material                      |      770 | Pulverized Obsidian                       | dustObsidian                                                |     |
| thermalfoundation:material                      |      771 | Sulfur                                    | dustSulfur                                                  |     |
| thermalfoundation:material                      |      772 | Niter                                     | dustSaltpeter                                               |     |
| thermalfoundation:material                      |      800 | Sawdust                                   | dustWood,itemSawdust                                        |     |
| thermalfoundation:material                      |      802 | Coal Coke                                 | fuelCoke                                                    |     |
| thermalfoundation:material                      |      816 | Pulped Biomass                            | itemBiomass                                                 |     |
| thermalfoundation:material                      |      817 | Rich Biomass                              | itemBiomassRich                                             |     |
| thermalfoundation:material                      |      818 | Pulped Bioblend                           | itemBioblend                                                |     |
| thermalfoundation:material                      |      819 | Rich Bioblend                             | itemBioblendRich                                            |     |
| thermalfoundation:material                      |      864 | Slag                                      | crystalSlag,itemSlag                                        |     |
| thermalfoundation:material                      |      865 | Rich Slag                                 | crystalSlagRich,itemSlagRich                                |     |
| thermalfoundation:material                      |      866 | Cinnabar                                  | crystalCinnabar,itemCinnabar                                |     |
| thermalfoundation:material                      |      892 | Bitumen                                   | clathrateOil,crystalCrudeOil                                |     |
| thermalfoundation:material                      |      893 | Destabilized Clathrate                    | clathrateRedstone,crystalRedstone                           |     |
| thermalfoundation:material                      |      894 | Energized Clathrate                       | clathrateGlowstone,crystalGlowstone                         |     |
| thermalfoundation:material                      |      895 | Resonant Clathrate                        | clathrateEnder,crystalEnder                                 |     |
| thermalfoundation:material                      |     1024 | Pyrotheum Dust                            | dustPyrotheum                                               |     |
| thermalfoundation:material                      |     1025 | Cryotheum Dust                            | dustCryotheum                                               |     |
| thermalfoundation:material                      |     1026 | Aerotheum Dust                            | dustAerotheum                                               |     |
| thermalfoundation:material                      |     1027 | Petrotheum Dust                           | dustPetrotheum                                              |     |
| thermalfoundation:material                      |     1028 | Mana Dust                                 | dustMana                                                    |     |
| thermalfoundation:material                      |     2048 | Blizz Rod                                 | rodBlizz                                                    |     |
| thermalfoundation:material                      |     2049 | Blizz Powder                              | dustBlizz                                                   |     |
| thermalfoundation:material                      |     2050 | Blitz Rod                                 | rodBlitz                                                    |     |
| thermalfoundation:material                      |     2051 | Blitz Powder                              | dustBlitz                                                   |     |
